1,1,1,0,0,0,0
1,1,2,0,0,0,0
1,1,3,0,0,0,0
1,1,4,0,0,0,0
1,1,5,0,0,0,0
1,1,6,0,0,0,0
1,1,7,0,0,0,0
1,1,8,0,0,0,6.183435858
1,1,9,2.392,0.768682,0,3.307387852
1,1,10,2.99,0.960853,0,5.979073684
1,1,11,4.78399,1.53736,0,2.913248997
1,1,12,4.78399,1.53736,0,1.965474201
1,1,13,4.78399,1.53736,0,1.22098715
1,1,14,4.78399,1.53736,0,0.857412786
1,1,15,4.78399,1.53736,0,0.743529994
1,1,16,4.78399,1.53736,0,0.184975774
1,1,17,4.78399,1.53736,0,0.053386572
1,1,18,2.99,0.960853,0,0.310181283
1,1,19,0,0,0,1.442912486
1,1,20,0,0,0,0.10603256
1,1,21,0,0,0,0.25854607
1,1,22,0,0,0,0.332466644
1,1,23,0,0,0,1.026939931
1,1,24,0,0,0,1.490051425
1,2,1,0,0,0,0
1,2,2,0,0,0,0
1,2,3,0,0,0,0
1,2,4,0,0,0,0
1,2,5,0,0,0,0
1,2,6,0,0,0,0
1,2,7,0,0,0,0
1,2,8,0.16744,0.0538078,0,0
1,2,9,0.2093,0.0672597,0,0
1,2,10,0.33488,0.107616,0,2.346154932
1,2,11,0.33488,0.107616,0,1.254511871
1,2,12,0.33488,0.107616,0,0.663088105
1,2,13,0.33488,0.107616,0,0.245889646
1,2,14,0.33488,0.107616,0,0
1,2,15,0.33488,0.107616,0,0.00462483
1,2,16,0.33488,0.107616,0,0.05274236
1,2,17,0.33488,0.107616,0,0.045402267
1,2,18,0.33488,0.107616,0,0.07825517
1,2,19,0.2093,0.0672597,0,0.036117607
1,2,20,0,0,0,0.037777143
1,2,21,0,0,0,0.034002344
1,2,22,0,0,0,0.051980686
1,2,23,0,0,0,0.038824268
1,2,24,0,0,0,0.033797777
1,3,1,0,0,0,0
1,3,2,0,0,0,0
1,3,3,0,0,0,0
1,3,4,0,0,0,0
1,3,5,0,0,0,0
1,3,6,0,0,0,0
1,3,7,0,0,0,0
1,3,8,0.16744,0.0538078,0,0
1,3,9,0.2093,0.0672597,0,0
1,3,10,0.33488,0.107616,0,2.653294331
1,3,11,0.33488,0.107616,0,1.584258333
1,3,12,0.33488,0.107616,0,0.830098973
1,3,13,0.33488,0.107616,0,0.42742056
1,3,14,0.33488,0.107616,0,0.35231255
1,3,15,0.33488,0.107616,0,0.048628307
1,3,16,0.33488,0.107616,0,0.076278586
1,3,17,0.33488,0.107616,0,0.083369747
1,3,18,0.33488,0.107616,0,0.243501982
1,3,19,0.2093,0.0672597,0,0.065200256
1,3,20,0,0,0,0.053818457
1,3,21,0,0,0,0.043692969
1,3,22,0,0,0,0.084529901
1,3,23,0,0,0,0.054948455
1,3,24,0,0,0,0.042872473
1,4,1,0,0,0,0
1,4,2,0,0,0,0
1,4,3,0,0,0,0
1,4,4,0,0,0,0
1,4,5,0,0,0,0
1,4,6,0,0,0,0
1,4,7,0,0,0,0
1,4,8,0.16744,0.0538078,0,0
1,4,9,0.2093,0.0672597,0,0
1,4,10,0.33488,0.107616,0,4.223411377
1,4,11,0.33488,0.107616,0,2.206877404
1,4,12,0.33488,0.107616,0,1.50832868
1,4,13,0.33488,0.107616,0,0.835348502
1,4,14,0.33488,0.107616,0,0.169545936
1,4,15,0.33488,0.107616,0,0.009650726
1,4,16,0.33488,0.107616,0,0.034440408
1,4,17,0.33488,0.107616,0,0.0547545
1,4,18,0.33488,0.107616,0,0.081241623
1,4,19,0.2093,0.0672597,0,0.04292987
1,4,20,0,0,0,0.041736463
1,4,21,0,0,0,0.03562009
1,4,22,0,0,0,0.077502603
1,4,23,0,0,0,0.045400077
1,4,24,0,0,0,0.033045331
1,5,1,0,0,0,0
1,5,2,0,0,0,0
1,5,3,0,0,0,0
1,5,4,0,0,0,0
1,5,5,0,0,0,0
1,5,6,0,0,0,0
1,5,7,0,0,0,0
1,5,8,0.16744,0.0538078,0,0
1,5,9,0.2093,0.0672597,0,0
1,5,10,0.33488,0.107616,0,1.742472691
1,5,11,0.33488,0.107616,0,0.906433075
1,5,12,0.33488,0.107616,0,0.386107576
1,5,13,0.33488,0.107616,0,0.106711035
1,5,14,0.33488,0.107616,0,0.046727116
1,5,15,0.33488,0.107616,0,0.008257469
1,5,16,0.33488,0.107616,0,0.032188259
1,5,17,0.33488,0.107616,0,0.057572261
1,5,18,0.33488,0.107616,0,0.074042014
1,5,19,0.2093,0.0672597,0,0.030660671
1,5,20,0,0,0,0.031090554
1,5,21,0,0,0,0.025460473
1,5,22,0,0,0,0.034815697
1,5,23,0,0,0,0.027127282
1,5,24,0,0,0,0.027422038
1,6,1,0,0,0,0
1,6,2,0,0,0,0
1,6,3,0,0,0,0
1,6,4,0,0,0,0
1,6,5,0,0,0,0
1,6,6,0,0,0,0
1,6,7,0,0,0,0
1,6,8,0.33488,0.107616,0,6.470523547
1,6,9,0.418599,0.134519,0,5.963566314
1,6,10,0.657799,0.211388,0,5.694109181
1,6,11,0.657799,0.211388,0,5.206692981
1,6,12,0.657799,0.211388,0,4.920132617
1,6,13,0.657799,0.211388,0,4.52395514
1,6,14,0.657799,0.211388,0,4.138433354
1,6,15,0.657799,0.211388,0,3.927812005
1,6,16,0.657799,0.211388,0,3.876863861
1,6,17,0.657799,0.211388,0,3.894334035
1,6,18,0.657799,0.211388,0,4.089437056
1,6,19,0.418599,0.134519,0,4.323288346
1,6,20,0,0,0,4.621929612
1,6,21,0,0,0,4.698135027
1,6,22,0,0,0,4.887751236
1,6,23,0,0,0,0.044038203
1,6,24,0,0,0,1.235483976
1,7,1,0,0,0,0
1,7,2,0,0,0,0
1,7,3,0,0,0,0
1,7,4,0,0,0,0
1,7,5,0,0,0,0
1,7,6,0,0,0,0
1,7,7,0,0,0,0
1,7,8,0.33488,0.107616,0,5.245315525
1,7,9,0.418599,0.134519,0,4.057484414
1,7,10,0.657799,0.211388,0,6.583445349
1,7,11,0.657799,0.211388,0,5.791287099
1,7,12,0.657799,0.211388,0,5.131791584
1,7,13,0.657799,0.211388,0,4.212460731
1,7,14,0.657799,0.211388,0,3.364772804
1,7,15,0.657799,0.211388,0,2.780879957
1,7,16,0.657799,0.211388,0,2.571653448
1,7,17,0.657799,0.211388,0,2.931157159
1,7,18,0.657799,0.211388,0,3.339524712
1,7,19,0.418599,0.134519,0,3.758017029
1,7,20,0,0,0,0.030910563
1,7,21,0,0,0,1.682505208
1,7,22,0,0,0,2.389657422
