S8,架空的气管道,架空的气管道 绘制命令,油气水设施,CmJkQgd,架空的气管道.png
S9,地上水管道,地上水管道 绘制命令,油气水设施,CmDsSgd,地上水管道.png
S10,地下水管道,地下水管道 绘制命令,油气水设施,CmDxSgd,地下水管道.png
S11,水管道出入口,水管道出入口 绘制命令,油气水设施,CmSgdRdk,水管道出入口.png
S12,架空的水管道,架空的水管道 绘制命令,油气水设施,CmJkSgd,架空的水管道.png
S13,油气水输送主管道注记,油气水输送主管道注记 绘制命令,油气水设施,CmYqsGdzj,油气水输送主管道注记.png
T1,省级行政区界限,省级行政区界限 绘制命令,行政界线和区域界线,CmSjxzqJx,省级行政区界限.png
T2,省级行政区界桩,省级行政区界桩 绘制命令,行政界线和区域界线,CmSjxzqJz,省级行政区界桩.png
T3,省级行政区注记,省级行政区注记 绘制命令,行政界线和区域界线,CmSjxzqZj,省级行政区注记.png
T4,地级行政界线,地级行政界线 绘制命令,行政界线和区域界线,CmDjxzqJx,地级行政界线.png
T5,地级行政区界桩,地级行政区界桩 绘制命令,行政界线和区域界线,CmDjxzqJz,地级行政区界桩.png
T6,地级行政区注记,地级行政区注记 绘制命令,行政界线和区域界线,CmDjxzqZj,地级行政区注记.png
T7,县级行政界线,县级行政界线 绘制命令,行政界线和区域界线,CmXjxzqJx,县级行政界线.png
T8,县级行政区界桩,县级行政区界桩 绘制命令,行政界线和区域界线,CmXjxzqJz,县级行政区界桩.png
T9,县级行政区注记,县级行政区注记 绘制命令,行政界线和区域界线,CmXjxzqZj,县级行政区注记.png
T10,乡镇级行政界线,乡镇级行政界线 绘制命令,行政界线和区域界线,CmXzjxzqJx,乡镇级行政界线.png
T11,乡镇级行政区界桩,乡镇级行政区界桩 绘制命令,行政界线和区域界线,CmXzjxzqJz,乡镇级行政区界桩.png
T12,乡镇级行政区注记,乡镇级行政区注记 绘制命令,行政界线和区域界线,CmXzjxzqZj,乡镇级行政区注记.png
T13,自然、文化保护区界线,自然、文化保护区界线 绘制命令,行政界线和区域界线,CmZrwhBhqJx,自然、文化保护区界线.png
T14,特殊地区界线,特殊地区界线 绘制命令,行政界线和区域界线,CmTsdqJx,特殊地区界线.png
T15,开发区、保税区界线,开发区、保税区界线 绘制命令,行政界线和区域界线,CmKfqBsqJx,开发区、保税区界线.png
T16,国有农场、林场界线,国有农场、林场界线 绘制命令,行政界线和区域界线,CmGylclcJx,国有农场、林场界线.png
T17,岛屿范围线,岛屿范围线 绘制命令,行政界线和区域界线,CmDyFwx,岛屿范围线.png
T18,其他区域注记,其他区域注记 绘制命令,行政界线和区域界线,CmQtqyZj,其他区域注记.png
T19,施工区域范围线,施工区域范围线 绘制命令,行政界线和区域界线,CmSgqyFwx,施工区域范围线.png
T20,施工区域注记,施工区域注记 绘制命令,行政界线和区域界线,CmSgqyZj,施工区域注记.png
U1,高程点,高程点 绘制命令,高程点,CmGaochengdian,高程点.png
U2,高程点注记,高程点注记 绘制命令,高程点,CmGaochengdianZhuji,高程点注记.png
U3,首曲线,首曲线 绘制命令,高程点,CmShouquxian,首曲线.png
U4,计曲线,计曲线 绘制命令,高程点,CmJiquxian,计曲线.png
U5,等值线示坡线,等值线示坡线 绘制命令,高程点,CmShipoxian,等值线示坡线.png
U6,等值线高程注记,等值线高程注记 绘制命令,高程点,CmGaochengZhuji,等值线高程注记.png
U7,水下高程点,水下高程点 绘制命令,高程点,CmShuixiaGaochengdian,水下高程点.png
U8,水下高程点注记,水下高程点注记 绘制命令,高程点,CmShuixiaGaochengdianZhuji,水下高程点注记.png
V1,有滩土坎,有滩土坎 绘制命令,自然和人工地貌,CmYttk,有滩土坎.png
V2,有滩石坎,有滩石坎 绘制命令,自然和人工地貌,CmYtsk,有滩石坎.png
V3,无滩土坎,无滩土坎 绘制命令,自然和人工地貌,CmWttk,无滩土坎.png
V4,无滩石坎,无滩石坎 绘制命令,自然和人工地貌,CmWtsk,无滩石坎.png
V5,自然地貌性质注记,自然地貌性质注记 绘制命令,自然和人工地貌,CmZrdmXzzj,自然地貌性质注记.png
V6,人工坎,人工坎 绘制命令,自然和人工地貌,CmRgk,人工坎.png
V7,人工地貌性质注记,人工地貌性质注记 绘制命令,自然和人工地貌,CmRgdmXzzj,人工地貌性质注记.png
W1,地类界,地类界 绘制命令,农林用地,CmDileijie,地类界.png
W2,稻田,稻田 绘制命令,农林用地,CmDaotian,稻田.png
W3,旱地,旱地 绘制命令,农林用地,CmHandi,旱地.png
W4,菜地,菜地 绘制命令,农林用地,CmCaidi,菜地.png
W5,水生作物地,水生作物地 绘制命令,农林用地,CmShuishengzuowudi,水生作物地.png
W6,园地,园地 绘制命令,农林用地,CmYuandi,园地.png
W7,林地,林地 绘制命令,农林用地,CmLindi,林地.png
W8,芦苇,芦苇 绘制命令,农林用地,CmLuwei,芦苇.png
W9,荒草地,荒草地 绘制命令,农林用地,CmHuangcaodi,荒草地.png
W10,丝草,丝草 绘制命令,农林用地,CmSicao,丝草.png
W11,蒲草,蒲草 绘制命令,农林用地,CmPucao,蒲草.png
W12,互花米草,互花米草 绘制命令,农林用地,CmHuhuamicao,互花米草.png
W13,海三棱藨草,海三棱藨草 绘制命令,农林用地,CmHaisanlenglucao,海三棱藨草.png
W14,农林用地注记,农林用地注记 绘制命令,农林用地,CmNonglinYongdiZhuji,农林用地注记.png
X1,依比例白板地,依比例白板地 绘制命令,土质,CmBaibandiY,依比例白板地.png
X2,不依比例白板地,不依比例白板地 绘制命令,土质,CmBaibandiB,不依比例白板地.png
X3,石块地范围,石块地范围 绘制命令,土质,CmShikuaidiY,石块地范围.png
X4,石块地符号,石块地符号 绘制命令,土质,CmShikuaidiB,石块地符号.png
